index,F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,target
37,0.553515706,0.418360227,0.088722618,0.360225176,0.507980815,1,0.856352177,0.323674137,0.570686382,0.487364255,0.802599385,0.418281069,1,0.602383096,0.662100409,1.37542322,0.682450274,0.7111294,0.354854274,0.733676697,0.62630557,0.514962781,0.484171832,1.48625624,1.618585573,0.523153496,2.103812424,0.838042234,0.547065245,0.474022356,2.637377931,0.375859381,0.441500041,0.993721335,1.531706675,0.824300209,0.593766794,1.572415968,2.59713585,0.291278258,0.308929205,0.818703215,0.524290142,1.712813698,0.818143574,0.740551675,0.536632504,2.333634894,0.093309667,1.162504804,1.518928756,0.60228418,0.416909879,1.379676059,0.150396712,0.681226896,0.947469728,0.476204514,1.220947452,0.928712582,0.261675469,0.744009684,0.488245433,0.490229113,0.410207379,0.868938216,0.361824175,0.358872724,0.478788711,1.777849038,0.17136892,0.35771764,0.027025296,1.631435934,0.926880152,0.459357452,2.340485458,0.660522356,0.601819733,0.384195933,1.703590601,0.608435149,0.386839189,1.4287785,0.062242497,0.535852648,0.457776961,0.612785475,0.682004257,0.264587714,0.612157921,0.834885868,1.73216011,0.312421688,0.319659507,0.256646043,0.470825967,0.26770668,0.612475868,0.322527266,63
19,0.402980645,0.390774955,0.659049263,0.850978924,0.523294618,0.063151158,0.811709387,0.556816024,0.344584866,0.400622912,0.206403226,0.331692486,0.235332678,0.698860794,0.190646676,0.365610863,0.901651166,0.353733568,0.256364858,0.288239582,0.764089313,0.578191839,0.691766637,0.554688956,1.637156479,0.464905651,0.537750664,0.835271814,0.624020089,0.854695045,0.603357631,0.110265189,0.535469887,0.6455866,0.23931497,0.234637291,0.078736721,0.44073826,1.513497611,0.645809859,1,0.608682525,0.433803892,0.46632568,0.921377861,0.054740266,0.93522778,1.803719018,0.3633123,0.419735234,0.338451392,0.311718908,0,1.078334048,0.645526798,0.704700968,0.752449955,0.589510016,0.478439635,0.227577119,0,0.451280447,0.683228657,0.63575169,0.246797242,0.341531261,0.696485355,0.703719788,0.474749731,0.596444504,0.431641485,0.519876192,0.46555784,0.263586408,0.352056084,0.827089983,1.623085608,0.378362081,0.428592559,0.611487017,0.415794548,0.478908539,0.490543888,1.706662084,0.485932937,0,0.27346412,0,0.266114669,0.930824651,0.3144896,0.684108485,0.595398171,0.629591506,0.289437896,0.520446724,0.667285901,0.437777574,0.41913038,0.305056195,7
0,0.180679345,0.789137925,0.567759148,0.094029056,0.718100199,0.795058165,0.650428573,0.480452669,0.629634484,0.425430788,0.217401969,0.72908378,0.877277355,1,0.796106078,1.667168656,0,0.527220238,0.607823977,1,0,0.536584169,0,1.133162047,1.895792603,0.572194955,2.964556333,0.250564775,0.237769236,0.492982975,3,0.111012685,1,1,0.554955238,1,0.289321083,1,1.401321457,0.378048689,0.433950987,0.506187217,0.280847964,1.55862862,0,0.98751297,1,1.927695736,1,1.805095904,0.468599202,1,0.154729081,1,0.800206706,1,0.187783619,0.319749347,1.17753404,0.655823895,0.983657872,0.483041667,0,0,0.670942056,0,1,0.73482882,0.976207575,1.202604179,0.60667609,0.278197713,0.616337878,0.475488101,0.412804149,1,2,1,0.237462494,0.666141302,2,0.30556609,0.748047104,1.268091991,0.736189374,0.17206065,0,0.435782525,1,0.254535693,0.527221919,0,1,0,0.304419545,0.843702995,0.572961829,0.067539468,0.620433629,0.206411654,67
8,0.786035069,0.415478842,0.692578147,0.298420575,0.566669042,0.359228435,0.187633253,0.634660981,0.501389798,0.636305661,0.4959047,0.596040005,1,0,0.38281416,1.914771565,0.00532889,0.454508172,1,0,0.565988687,0.149393084,0.608098445,1.563307873,1.531797803,0.36796667,2.984700946,1,0.397328863,0,2.789762877,0.625667209,1,0.495613699,0.534060568,0.444735499,0.635300904,0.5160653,1.347531422,0.231007287,0.625644291,0.391575198,0.415660792,1.824114365,0.277552012,0.103217993,0.355855991,2.384509073,0.042624863,1.630249,0.624060775,0.641522867,0.501025295,1.390291893,0.807033503,0.73432312,0.604407601,0.615795526,1.034850435,0.369672419,0.680068093,0.448333955,0.640206944,0.331297199,0.280749565,0,0.457882128,0.446890518,0.004561075,1.846332548,0.615069418,0.75812409,0.422005849,1.287828493,0.125879982,0.375279982,1.120807713,0.381870476,0.794087264,0.616272904,1.784257388,1,0.343298488,1.451976245,0.49190538,0.713070921,0,0.652104554,0.370299828,0.570242382,0.07549084,0.553213375,1.218432433,0.492668037,0.593407601,0.302311528,0.548986853,0.050572655,0.504389456,0.417906122,45
5,0,0.653078304,1,0.335032172,0.916653785,0,0.412782371,0.649176524,1,0,0.85211988,1.458840723,0.289977243,0.838621944,0.578379461,1.360317151,0.482206466,1,1,1,0.508694678,0,0.416527109,1.842595998,1,0.394571625,2,0.484049083,0.324925433,0.501121412,2,0.468244747,0.480356657,1,1.821430416,0.772415327,1,1.886493041,3,0.027536544,0.611380529,0.913529656,0.786560413,1.15095859,0.987143989,0.852972563,0.497545651,2.177529914,0.821516584,1.979858398,1.224114425,0.290703141,0.543388772,1.552926538,0.078161586,1,0.93357743,0.195753115,1,0.967789005,0.878714087,0.829386321,1,0.927838217,1,0.912118717,0.66955455,1.784167626,1,1,0.318249847,0,0.471986304,1,0.998631178,0.493193563,2.182562744,1,0,0.62978368,1,0.006669211,0.676840009,2,0.304106011,0.434167151,0.522226192,0.5002645,0.901538608,1,0,0.392651741,1.557168695,0,0.104491236,0.827335035,0.368131299,0.583927395,0.506650413,0.544454633,71
161,1.45721185,0.216131262,0.670089735,0.498634944,0.577750897,0.506792084,0.353718608,0.585571749,0.49642744,0.603027882,0.305082429,1.750680579,0.353110135,0.405332962,0.609088788,1.577729976,0.460664948,0.40259934,0.898147304,0.430932375,0.533130796,0.536892724,0.575737002,1.506563617,1.471204483,0.628508253,2.196946327,0.722972852,0.644633714,0.353522854,2.352807539,0.27844005,0.573671631,0.467405661,1.750696636,0.57757881,0.486808694,1.454762393,2.647934634,0.464952745,0.736624021,0.438815802,0.382524963,1.211645687,0.626826681,0.402999774,0.967997564,2.679931565,0.432501574,1.68100584,1.616841971,0.18324102,0.619505933,1.540819892,0.092222269,0.245758789,0.707436277,0.673355788,1.434592196,0.398002135,0.316413646,0.317387415,0.504787231,0.311033061,0.022219364,0.441261266,0.6625753,1.489516816,0.323364719,1.399853532,0.220423225,0.758562918,0.295291265,1.230269926,0.418968165,1.415838803,2.426738998,0.234043975,0.349095019,0.549308435,1.376880071,0.67626531,0.419452505,1.364857816,0.602725933,0.460969387,0.818410922,0.125194523,0.091716042,0.872726315,0.883039074,0.708242405,1.811325015,0.678085191,0.712026871,0.634434403,0.415695036,0.515143189,0.379953537,0.473113754,45
135,1.506511285,0.375825769,0.390315475,0.831503509,0.201851308,0.384234217,0.418801586,0.367675372,0.736120223,0.416125743,0.662885845,1.462571892,0.783354816,0.249010715,0.536914679,1.479085642,0.468790969,0.386347437,0.84930822,0.648531643,0.480058704,0.4879124,0.480860876,1.419884907,1.181982003,0.383645372,2.395414747,0.925418059,0.34917027,0.357106234,2.143465634,0.421109648,0.673590146,0.389936819,1.607447489,0.304493371,0.561118493,1.046127085,2.794105159,0.47699343,0.474256765,0.301749825,0.496961638,1.698456649,0.533666669,0.578359885,0.435549577,2.550790875,0.670200685,1.32711283,1.627614614,0.436696671,0.439053551,1.411534614,0.887466364,0.639906915,0.340457983,0.165267961,2,0.494953777,0.480498293,0.379658519,0.645685978,0.584900419,0.207163853,0.690883642,0.017187724,1.155559372,0.515959957,1.327340151,0.251670843,0.593778894,0.496301679,1.318790549,0.479936858,1.501600363,2.514935173,0.434419655,0.48022085,0.398545056,1.613134378,0.274743965,0.659128535,1.226365683,0.452636812,0.417717566,0.713498571,0.217756298,0.591601869,0.285223058,0.389513635,0.269020447,1.655995375,0.396729908,0.555807073,0.860309964,0.821737846,0.530004862,0.513290458,0.299704755,48
54,0.551658286,0.867332702,0.390713045,0.117810788,0.623251022,0.827869451,0.800721074,0.143373744,0.410541466,0.556771152,0.508023887,0.232059956,0.444965065,0.593212486,0.367148091,1.055793447,0.491165577,0.501852766,0.199656963,0.518490003,0.546205975,0.436432539,0.819131423,1.813953555,1.631737321,0.284876228,2.850205942,0.800621749,0.52041908,0.798515022,2.752551854,0.534133874,0.621153995,0.386731612,0.550522252,0.42963019,0.499888071,0.201586198,1.323474596,0.294655378,0.705448529,0.269209928,0.959982734,1.478864993,0,0.538026523,0.632160689,1.829609933,0.302568312,1.359121116,0.812426819,0.879683311,0.567549078,1.914747133,0.551841535,0.44553293,0,0.596909993,2,0.320851419,0.390094189,0.824716221,0.84556352,0.43107109,0.203627319,0.498766643,0.186856973,0.542220663,0.812113779,0.406145368,0.44665556,0.779901167,0.979013302,0.206022105,0.867670888,0.53555901,1.512758832,0.362650459,0.27670472,0.688351571,0.147399217,0.88267578,0.487866985,1.107611873,0.116600287,0.603180843,0.616381779,0.836134585,0.579130283,0.58024757,1,0.754938266,0.499606819,0.124619526,0.373591071,0.127011916,0.355956565,0.242205576,0.567222639,0.404533405,54
13,0.685400639,0.114290384,0.636592737,0.756236183,0.363140903,0.42651088,0.656985284,0.544882685,0.413705711,0.691040066,0.340627445,0.260166443,0.768752668,0.341712103,0.49616067,1.400875371,0.463193581,0.88323007,0.373243435,0.759404483,0.648355606,0.562756634,0.852965551,1.619480524,1.810538847,0.588299466,2.155584486,0.238663017,0.256530208,0.460255888,2.638761024,0.893900014,0.244330752,0.816799775,0.485081424,0.280137721,0.263197091,0.682198662,1.425514578,0.282163861,0.823409977,0.377123408,0.316904137,1.643027245,0.513359237,1,0.571538734,1.539529726,0.527517879,1.494701206,0.464957717,0.415643244,0.610100761,1.82505599,0.211751603,1,0.7604276,0.36300135,1.612105304,0.312882829,0.307929597,0.291483971,0.186957677,0.349482803,0.768384325,0.280866224,0.53669418,0.454260793,0.168509203,0.73234343,0.458594078,0.518250797,0.276666672,0.591993562,0.434391517,0.959831651,1.580100704,0.684239375,0.447940633,0.405335536,0.67860488,0.545999749,0.5764833,1.122589467,0.514908099,0.833449702,0.730589848,0.583474877,0.739848217,0.250441507,0.76136888,0.151893092,0.716006309,0.294786496,0.8485005,0.711146602,0.669549961,0.632518945,0.008573147,0.360596613,57
3,0.049971372,0.384537612,0.821692247,0,0.898793594,0.811843083,0.548592368,0.472172647,0.339017535,0.702690238,0.34034216,0.676097632,0.585631688,0.76210679,0.479583379,0.441876842,0.283984501,0.35619944,0.574509958,1,0.727665585,0.549275118,0.737592312,0.481479201,0.840072238,0.346198218,0.580362824,0.543109166,0.423022485,0.784259168,0,0.820594207,0.349361607,0.421680627,0.50669697,0.558259943,0.534660545,0.41763967,0.293173832,0.694278609,1,0.131893164,0.535142078,0.654987706,0.49606022,0.443390579,0.604631555,1.556841781,0.318093705,0.578244838,0.48679301,0.894869118,1,0.552073396,0.462681316,0.391696283,0.495035763,0.632164882,0.380536863,0.91775531,0.150739779,0.64410914,0.091750183,0.605990766,0.347353395,0.319495829,0.350677401,0.592858173,0,0.552451405,0.495967328,0.165384998,0.167822269,0.526159534,0.445878815,0.45819541,0.609168839,0.301693591,0.532523497,0,0.6907769,0.624750134,0.599268484,1.491329605,0.211278272,0.630164882,0.595766967,0.684901242,0.823525479,0.199467248,0.675564375,0.348442604,0.189420759,0.806035808,0.609837446,0.764837239,0.542969086,0.537902807,0.522311764,0.817197165,12
11,0.543586204,0.87830448,0.59054725,0.127946558,0.921876371,0,0.587399531,0.266117974,0.578226024,0.598977553,0,0.017878331,0.308930546,0.122795779,0.499723017,0.733928473,0.710152371,0.172609438,0.254552926,0.197468078,0.644562366,0.28904229,0.738771941,0.823773638,0.512975958,0.13422454,0.358784833,0.599041942,0.447905171,0.599903092,0.544888752,0.480326007,0.075340215,0.810139653,0,0.56837703,0.810721611,0.373097558,1.625069684,0.888197191,0.398517576,0.103835985,0,0.579716959,0.139167896,0.393090112,0.500686803,2,0.493245223,0.3605397,0.952542249,0.531398969,0.717971558,0.372708454,0.192887461,0.104222608,0.197228332,0.806698195,0.228964347,0.666700816,0.279492195,0.705750073,0.548374596,0.16226366,1,0.346689602,0.292762831,0.728929491,0.366129775,0.134550742,0,0.521418121,0.342389098,0.189959586,0.425813477,0.373769968,0.36196729,0.13478376,0,0.516230474,0.623140947,0,0.450885675,1.627505804,0.825642906,0.315904387,0.579065378,0,0.322576949,0.183726184,0.839099919,0.223440429,0.6113785,0.277570175,0.716198791,0.744461209,0.911338974,0.643340799,0.215717057,0.422463267,15
231,1.701653986,0.312665303,0.410433359,0.685663785,0.190966439,0.583651154,0.308528207,0.469569237,0.451535562,0.712605426,0.573344731,1.879572273,0.566332644,0.344281705,0.732366269,1.638674214,0.234874157,0.446225983,0.217123656,0.283868746,0.801147096,0.431358242,0.582604334,1.5723914,1.460572381,0.341227372,2.458194489,0.349417957,0.495069048,0.658172371,2.613268409,0.374329436,0.552264357,0.570324157,1.469225074,0.375284007,0.160818908,1.407000555,2.355997152,0.495853573,0.53552961,0.466691222,0.385301914,1.428024667,0.488971327,0.623920159,0.491525963,2.622549232,0.612488836,1.342309791,1.287041692,0.67948309,0.658372187,1.61888642,0.674041118,0.416329688,0.445781311,0.325217907,1.298630193,0.595655751,0.429500099,0.368318967,0.717797199,0.603415236,0.700141398,0.845088859,0.628231845,1.456003647,0.416816002,1.791804344,0.557737741,0.386387887,0.207278732,1.39847,0.418569418,1.669246896,2.590596282,0.507223498,0.663392801,0.202204404,1.367246135,0.637150378,0.592044484,1.580506965,0.276509677,0.559396103,0.568484971,0.375404061,0.219121858,0.657139565,0.371087573,0.736364809,1.55010822,0.670508965,0.721814935,0.525584576,0.44692686,0.577677387,0.683307455,0.434223976,45
125,1.611928377,0.530317157,0.286681254,0.629615604,0.622400995,0.724915468,0.532497697,0.447398619,0.345740944,0.565128416,0.353813907,1.452657508,0.773179224,0.4918477,0.711250727,1.447939866,0.465232501,0.5880353,0.538218545,0.729063991,0.45751677,0.346624587,0.371473922,1.480216858,1.547055306,0.36431789,2.546225607,0.539840371,0.382015692,0.530838483,2.443618369,0.272445032,0.571430079,0.531663413,1.322359385,0.549621767,0.4311051,1.42116137,2.537420637,0.469941916,0.660502817,0.473702968,0.259473172,1.485032817,0.482536226,0.39348279,0.499724222,2.609955214,0.593787659,1.266480782,1.565939877,0.383023808,0.356953691,1.514950698,0.491302453,0.614946028,0.217784808,0.409047835,1.487654567,0.705887381,0.447346205,0.204845839,0.536947786,0.577393736,0.505645466,0.692389933,0.285057583,1.18966445,0.744356763,1.553045389,0.424074615,0.588208443,0.603326272,1.548684552,0.441627362,1.454812394,2.62550919,0.493309385,0.018223617,0.41071602,1.584360062,0.74442907,0.192870543,1.380522509,0.420580577,0.664586947,0.235347578,0.459240616,0.176505049,0.506598336,0.926732465,0.51958754,1.30225536,0.215677669,0.390381104,0.515826171,0.640369505,0.188896579,0.518633867,0.477875595,57
9,0.94014333,0.609852313,0.36674007,0.013772763,0,0.103946641,0.644460258,0.977733929,0.675621508,0.2922993,0.633841099,0.391142031,0.247452101,0.326897763,0.574978117,1.429691683,1,0.729407441,0,0.683857524,0.711897372,0.0780872,0.428552193,1.296979222,1.561530809,0.348545958,0.605630781,0.681898274,0.610659268,0.274655151,0.541804072,0.291056676,0.392348861,0.47446113,0.3363416,0.405633645,0.439689825,0.71867005,1.939618211,0.574264623,0.434484455,0.371286094,1,0.387318183,0.569546591,0.212913932,0.608042887,1.489312396,0.567052726,1.513483392,0.595554748,0.814736112,0.48341079,1.165157965,0.459602895,0.634293097,0.302982486,0.405209694,0.75179175,0.37893585,0.802845049,0.4770778,0.408345859,0.925594122,0.559328935,0.623847233,0.433044856,0.683893366,0.492326285,0.555893413,0.487541889,0.496665848,1,0.624757035,0.344849626,0.211146652,1.787320351,0.108743898,0.479439531,0.857974674,0.515202574,0.31379128,0.468148975,1.510670217,0.135070235,0.050206824,0.182797088,0.394083551,0.409487127,0.559628256,0.222507718,0.205112771,0.677122127,0.948185863,0.67073029,0.508148171,0.682291125,0.566082803,0.769850676,0.492085507,42
120,1.368319036,0.42471196,0.864345826,0.520490026,0.347299655,0.751613964,0.522003903,0.228630192,0.315853161,0.730712399,0.656714573,1.866033928,0.599563187,0.602499952,0.236252376,1.48219605,0.685309399,0.275827656,0.290812817,0.765732801,0.612793858,0.537374836,0.772834555,1.768183365,1.47249812,0.468759872,2.397277101,0.806037242,0.502267182,0.532338269,2.627981689,0.697480124,0.392617616,0.601540899,1.41275283,0.594969623,0.042709586,1.408051992,2.408326492,0.70452256,0.624668576,0.735797021,0.631754157,1.699331406,0.624377813,0.984973389,0.792767612,2.570244116,0.416281096,1.356982794,1.564866583,0.445922396,0.661196073,1.454813101,0.259576813,0.73907563,0.162677536,0.379277997,1.68818742,0.553403854,0.664224275,0.63540004,0.786560682,0.359784291,0.304194874,0.718294712,0.433169051,1.595689545,0.560636141,1.295647008,0.384739893,0.521867701,0.498836011,1.545947931,0.673780901,1.437326069,2.822687732,0.757956851,0.341330152,0.813088051,1.573138252,0.469360326,0.516030507,1.619601602,0.279731011,0.224277445,0.597818934,0.447333949,0.31740258,0.342793068,0.646604078,0.579482765,1.554063309,0.900304205,0.461882937,0.602478879,0.488723853,0.335116981,0.420976441,0.534309426,47
41,1.73767097,0.844179681,0.630928054,0.95199152,0.338650001,0.69869746,0.623308026,0.600421309,0.578362186,0.368798752,0.310851603,1.463564,0.521927385,0.10039313,0.402984007,1.678016092,0.549073886,0.40203908,0.166940491,0.447837643,0.506843004,0.673567193,0.44300909,1.345695251,1.394515001,0.395882927,2.421209275,0.52333061,0.665456401,0.615092005,2.353200689,0.607118733,0.679347292,0.538441071,1.64476229,0.675174145,0.414274901,1.602950596,2.463542297,0.503104539,0.504195407,0.337850117,0.357296659,1.227564917,0.72264203,0.575370748,0.462151973,2.664101182,0.818325699,1.596189037,1.55648245,0.614568052,0.647045338,1.471252009,0.246927634,0.277332145,0.338388238,0.496150391,1.321369435,0.371382178,0.605699697,0.532317339,0.380683578,0.467488104,0.355510789,0.546372548,0.138186912,1.478130728,0.329929947,1.584728147,0.637782724,0.505597588,0.60040989,1.385292843,0.318134323,1.383790927,2.756362147,0.410816853,0.178801536,0.503535658,1.6294341,0.576490422,0.589758662,1.665998411,0.31536382,0.561187507,0.705493672,0.462708076,0.478072545,0.525661337,0.748268416,0.248266629,1.737767424,0.548727871,0.585965371,0.553762566,0.225101273,0.408012266,0.340432523,0.705340118,50
7,0.031511291,0.683443583,0.728053383,0.37576692,0.326487927,0.124932515,0.896474058,0.780920403,0.688833469,0.420408185,0.393042059,0.582799656,0.47112299,0.337617084,0.146001347,0.748555578,0.359066707,0.640606521,0.291197278,0.30421882,0.387284726,0.100551764,0.280676974,0,0.396327242,0.362177078,1,0.604855553,0.751630991,0.599991395,0.366568826,0.530445003,0.368274277,0.53665811,0.438373036,0.296640596,0.398232031,0.10088992,0.269842176,0.67981421,0.303723964,0.19139397,0.676579465,0.274733412,0.381901372,0.635611645,0.147067456,1.817698415,0.688670249,1,0.599841299,1,0.062774272,0.906159588,0.298447187,0.843455596,0.505392524,0.224382507,0.655723936,0.644044696,0.188786196,1,0.681235453,0.558618977,0.399904087,0.692672565,0.192713096,0.405875138,0.548148196,0.499285476,0.094594544,0.512018534,1,0.352953333,0.603209083,0.408745111,0.471430058,0.131288346,1,0.805911932,0.797598637,0.639069553,0.34679418,1.583177319,0.242824837,0.568861144,0.271183275,1,0.685302967,0.268507593,0.599866488,0.383089271,0.032807731,0.421540465,0.780783044,0.862638274,0.444525257,0.790783761,0.371347497,0.378184154,13
204,1.640994564,0.574095483,0.179224565,0.644848719,0.476360126,0.431896852,0.705221054,0.193721664,0.614483431,0.477701778,0.476776454,1.529013826,0.408853529,0.36582432,0.579320957,1.52138305,0.610261402,0.402931138,0.297055997,0.436345845,0.442421259,0.558544605,0.709028179,1.344156621,1.348186984,0.488115328,2.758585567,0.607197938,0.553569471,0.756707547,2.599035484,0.439009205,0.537450014,0.698099836,1.692248142,0.42220042,0.304696752,1.640572681,2.628138025,0.372158258,0.293318105,0.677510574,0.701650379,1.889067226,0.824428756,0.502894875,0.949311799,2.866563531,0.524258427,1.604331133,1.243218533,0.29758267,0.708568436,1.407322298,0.541475592,0.651943365,0.277262571,0.48145618,1.460774068,0.307555536,0.781330877,0.582329032,0.80067623,0.326448724,0.307003135,0.735568867,0.64007687,1.431707413,0.630601577,1.852737684,0.416739339,0.458463133,0.601635756,1.401430014,0.397225319,1.579187108,2.54201364,0.772099831,0.534148652,0.519134867,1.498353123,0.312389044,0.742392044,1.096397021,0.441391674,0.531529587,0.368753578,0.45054146,0.187864562,0.183798921,0.542095481,0.249894336,1.298893869,0.709936993,0.72568379,0.804455369,0.677709294,0.395487274,0.847305177,0.520968155,46
4,0,0.209514646,0.511349284,0.773885775,1,0.175645909,0.678548725,0.374563494,0.439138605,0.187798889,0.388273681,0.412081652,0.443935751,0.430585819,0.409473844,1.324456321,0.32135983,0.204975718,0.947421952,0.639492907,0.718453962,0.421216749,0.49834323,1.597252114,1.456009785,0.436482092,0.095694159,0.722300341,0.974990317,1,0.301615341,0.221962965,0.365945383,0.586148691,0.743168952,0.178831085,0.755052385,0.517527712,1.495830698,0.298450243,0.089730753,0.246439726,0.115664997,0.327067906,0.754285324,0.608043594,0.807906588,1.658086866,0.342515104,1.612839553,0.73386515,0.656645189,0.564944593,1,1,0.421007475,0.029112716,0.824556662,0.468623725,0.57167575,0.955425535,0.4938791,0.173726099,0.780035329,0.593213267,0.350783671,0.399861392,0.742950969,0.467852967,0.544260045,0.009182362,0.832850154,0.44242534,0.074459505,0.675748295,0.436983972,1.424858599,1,0,0.575722829,0.017858702,0.7566956,1,1.694925037,0.585906084,0.2200599,0.369888279,0.19648891,0.308159499,0.60730108,0.484753427,0.966264672,0.438643659,0.686067435,0.063920415,0,0.688466637,0.587861319,0.003620081,0.274081922,32
8,0.326441329,0.452143054,0.448800304,0.429105255,0.628174554,0.237060254,0.282873604,0.34976696,0.763786029,0,0.351936663,0.177085345,0.276830298,1,0.92171187,0,0.478067813,0.25640179,0.604968925,0.398985413,0.685747618,0.586495996,0.545861451,0.685921875,0.556721581,0.088321151,1,0.813665925,0,0.246149054,0.260174932,0,0.124339573,0.591519668,0.248034553,0.663624653,0,0.191422532,1.465770709,0.606689226,0.5346382,0.588382337,0.108286577,0.338088206,1,0.922801499,0.670154501,1.201294955,0.279816121,0.071628485,0.595082505,0.478542938,0.740730349,0.88819852,0.966772518,0.20546642,0.486042989,0.294568641,1,0.166693686,0.704883378,0.70611632,0.728406509,0.64586774,0.851679468,0.250120992,0.652719523,0.385238007,0.912029822,0.193057907,0.261551648,0.890861163,0.586486398,0.898211873,0.681829943,0.200854558,0.304909704,0.752832619,1,0.633450296,0.451871707,0.899613444,0.174462837,1.586593767,0,0.101432833,0.576491187,0.216031686,0.805621067,0.524629947,0.998439168,0,0.047800226,0.639331621,0.170226894,0.429194187,0.185181615,0.558461261,0.763032005,0.584935826,17
220,1.545116466,0.66612339,0.326048684,0.051384721,0.506751414,0.437152047,0.414842934,0.425830453,0.741238406,0.523963516,0.458871597,1.366585998,0.608477417,0.5544675,0.526872635,1.353920774,0.395629496,0.226472162,0.853370555,0.77347278,0.368538543,0.59202473,0.722931108,1.253345428,1.466893225,0.725510846,2.405580978,0.667884408,0.290939266,0.674570056,2.413630649,0.310053212,0.518977122,0.238580101,1.751209688,0.262149488,0.579220858,1.292613097,2.520769538,0.370458425,0.57063552,0.470336959,0.325385967,1.451388775,0.457990492,0.743939147,0.603366537,2.743444114,0.518207118,1.360922469,1.609747462,0.171609672,0.64730735,1.82638673,0.100100516,0.594682479,0.616242601,0.433795069,1.413825364,0.495930498,0.464388131,0.319803774,0.49612809,0.369460863,0.41781982,0.329634856,0.30367864,1.161100701,0.349755161,1.754946147,0.147514255,0.468312577,0.367016109,1.486440794,0.459192339,1.229224353,2.406767313,0.457444587,0.473761074,0.617009797,1.665091201,0.65881679,0.514791685,1.221332639,0.664042145,0.643132427,0.604604991,0.448491408,0.558737382,0.425322117,0.649612379,0.454213168,1.455726525,0.610256438,0.450009379,0.484389922,0.3296254,0.400076186,0.391625141,0.701899906,45
66,1.733749347,0.764356004,0.422089754,0.42879529,0.647654607,0.648828694,0.245752889,0.642683473,0.31817585,0.288048619,0.73754402,1.64722098,0.486989006,0.207965251,0.537759443,1.398030709,0.45465996,0.342890649,0.395031855,0.402194867,0.490028477,0.611610294,0.327630181,1.806648971,1.624979817,0.756816659,2.3985419,0.665054867,0.760385523,0.652090497,2.711770322,0.661831029,0.604356773,0.400890737,1.565148567,0.376669213,0.479051844,1.819736323,2.453432659,0,0.692958345,0.244658169,0.549796507,1.563394224,0.960613106,0.653936647,0.306142863,2.919640457,0.552409931,1.552369823,1.408361735,0.230224115,0.503158756,1.207084087,0.558088106,0.465887927,0.330805851,0.529018562,1.629706648,0.655028783,0.315758525,0.274445783,0.813889098,0.48457416,0.519490814,0.473956883,0.356114336,1.593683431,0.717562225,1.401908464,0.488720012,0.334471707,0.632848241,1.686868296,0.556674067,1.580652672,2.431584355,0.560525432,0.449207083,0.490529966,1.576260077,0.444748724,0.494231276,1.416679311,0.70745975,0.532299665,0.425971248,0.512772925,0.394856004,0.764701202,0.560916913,0.276405046,1.017263222,0.359282378,0.390124633,0.409441951,0.382320376,0.470967068,0.589479684,0.203465154,47
188,1.818904042,0.261366767,0.413070179,0.509268435,0.29444307,0.177968203,0.64851639,0.429820904,0.122728689,0.752631891,0.440487729,1.343375897,0.17720439,0.296799905,0.393954025,1.581871515,0.697523888,0.593910464,0.491363726,0.562183767,0.734866304,0.494809804,0.298221645,1.543529295,1.529086201,0.617441944,2.404871261,0.320768942,0.521625292,0.690786776,2.342689201,0.878647653,0.725852336,0.4018005,1.542386015,0.446179509,0.664723352,1.680547888,2.522253077,0.50092335,0.548284643,0.264297914,0.502683761,1.186683244,0.544718892,0.609652363,0.371215223,2.673105481,0.702791227,1.382132831,1.289426635,0.39639083,0.286256815,1.188087417,0.077865923,0.229686488,0.605068523,0.709141741,1.333901424,0.438668949,0.501980821,0.342348113,0.537146316,0.541348471,0.645589037,0.471370094,0.319239772,1.567035493,0.770133097,1.595527414,0.409013831,0.738575401,0.490968853,1.438837679,0.417422057,1.707739875,2.44421137,0.439094984,0.634060062,0.775633477,1.726692767,0.397953808,0.393060127,1.545549344,0.667446908,0.301502999,0.355200959,0.44635178,0.865224411,0.705793022,0.486902447,0.54770897,1.213276203,0.595703342,0.036292188,0.425499143,0.452588337,0.602725226,0.551357544,0.694129172,47
